,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),shipment_cost
8541,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2010-07-15,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,920.0,4.6,0.15,"Aurobindo Unit III, India",Yes,17.0,5869.655000000001,1.98,6791.635
8542,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2010-09-30,2010-08-23,2010-08-23,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,26991,230773.05,8.55,0.14,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,497.55,237140.25499999998
8543,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2010-09-30,2010-09-25,2010-09-25,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,540,772.2,1.43,0.02,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,1.66,6643.515
8544,Guatemala,PMO - US,From RDC,N/A - From RDC,Air,2011-01-31,2011-01-24,2011-01-24,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,7987,87218.04,10.92,0.36,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,143.91,93231.605
8545,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-05-31,2011-06-15,2011-06-15,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10114,87283.82,8.63,0.29,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,188.18,93341.655
8546,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-07-15,2011-07-11,2011-07-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,20000,36000.0,1.8,0.01,"Aurobindo Unit III, India",Yes,7482.0,6801.72,59.4,42861.12
8547,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2011-07-19,2011-07-17,2011-07-17,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,5110,9862.3,1.93,0.01,"Aurobindo Unit III, India",Yes,1840.0,14866.14,16.27,24744.71
8548,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,226,2486.0,11.0,0.18,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,3.49,8359.145
8549,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2012-04-26,2012-04-09,2012-04-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,240,444.0,1.85,0.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.62,6314.275000000001
8550,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2013-04-18,2013-04-19,2013-04-19,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,583,1136.85,1.95,0.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,1.41,7007.915000000001
8551,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,2013-07-22,2013-07-31,2013-07-31,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,70000,600600.0,8.58,0.14,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,742.94,607212.595
8552,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-31,2013-10-31,2013-11-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,87707,378894.24,4.32,0.07,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,468.69,385232.585
8553,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-01-31,2013-12-23,2014-01-17,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,6816,58004.16,8.51,0.04,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,71.75,63945.565
8554,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-02-14,2014-02-10,2014-03-19,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,841,3153.75,3.75,0.06,"Cipla, Goa, India",Yes,73.0,1500.0,3.9,4657.65
8555,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2014-01-31,2014-01-18,2014-03-04,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,4000,7440.0,1.86,0.01,"Aurobindo Unit III, India",Yes,1928.0,8050.55,9.2,15499.75
8556,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2014-02-28,2014-02-18,2014-03-04,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,8201,30753.75,3.75,0.06,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,38.04,36661.445
8557,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-15,2014-05-07,2014-06-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,33086,664036.02,20.07,0.17,Mylan (formerly Matrix) Nashik,Yes,5065.0,2352.52,821.41,667209.9500000001
8558,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-21,2014-05-01,2014-06-11,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,3291,44494.32,13.52,0.45,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,45.74,50409.715
8559,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-05,2011-08-16,2011-08-16,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4389,148084.86,33.74,0.28,ABBVIE Ludwigshafen Germany,Yes,880.0,3175.7,244.34,151504.9
8560,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,23,336.49,14.63,0.24,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,0.47,6206.615000000001
8561,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-11-06,2012-11-06,2012-11-06,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,2548,21046.48,8.26,0.09,"Aurobindo Unit III, India",Yes,370.0,15459.09,29.51,36535.08
8562,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-02-11,2013-02-11,2013-02-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,636,2264.16,3.56,0.12,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,3.17,8136.985000000001
8563,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-05-31,2013-04-08,2013-04-08,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,442,5339.36,12.08,0.05,"Aurobindo Unit III, India",Yes,118.0,8600.0,6.6,13945.960000000001
8564,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2013-05-02,2013-05-10,2013-05-10,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,552,1021.2,1.85,0.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,1.26,6892.115000000001
8565,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,2013-04-24,2013-04-02,2013-04-02,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,1152,4780.8,4.15,0.07,Mylan (formerly Matrix) Nashik,Yes,78.0,1342.44,5.91,6129.15
8566,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2013-08-21,2013-07-30,2013-07-30,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,6000,126000.0,21.0,0.18,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,155.86,132025.51499999998
8567,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-15,2013-09-10,2013-09-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,19086,112034.82,5.87,0.2,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,138.59,118043.065
8568,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2013-12-31,2013-12-02,2013-12-20,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,225,472.5,2.1,0.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.58,6342.735000000001
8569,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-03-31,2014-04-03,2014-06-06,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,803,5018.75,6.25,0.1,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,5.16,10893.565
8570,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2011-04-28,2011-07-15,2011-07-15,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,54375,1083150.0,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,11129.0,13838.17,1787.2,1098775.3699999999
8571,Ghana,PMO - US,From RDC,N/A - From RDC,Air,2011-07-04,2011-06-09,2011-06-09,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1086,6972.12,6.42,0.21,"Aurobindo Unit III, India",Yes,90.0,226.25,11.5,7209.87
8572,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-15,2011-08-11,2011-08-11,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,1191,16197.6,13.6,0.06,"Aurobindo Unit III, India",Yes,445.0,2143.48,26.73,18367.81
8573,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-03-16,2011-10-13,2011-10-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18354,151053.42,8.23,0.27,Mylan (formerly Matrix) Nashik,Yes,1794.0,21326.7,249.24,172629.36000000002
8574,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2012-01-19,2011-12-23,2011-12-23,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,113925,1021907.25,8.97,0.3,Mylan (formerly Matrix) Nashik,Yes,9875.0,14325.71,1686.15,1037919.11
8575,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-03-16,2012-02-14,2012-02-14,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,9,303.66,33.74,0.28,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.43,6173.745000000001
8576,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2012-03-22,2012-03-22,2012-03-22,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,23,53.59,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1.0,522.42,0.08,576.09
8577,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,2012-05-21,2012-05-16,2012-05-16,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1100,2310.0,2.1,0.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,3.24,8182.895
8578,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2012-09-05,2012-07-26,2012-07-26,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,6150,92496.0,15.04,0.5,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,129.68,98495.33499999999
8579,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-08-31,2012-08-23,2012-08-23,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,6985,91852.75,13.15,0.22,"Aurobindo Unit III, India",Yes,718.0,12688.85,128.78,104670.38
8580,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2012-10-30,2012-08-27,2012-08-27,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40230,533852.1,13.27,0.44,Mylan (formerly Matrix) Nashik,Yes,4525.0,11874.85,748.46,546475.4099999999
8581,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2012-11-30,2012-10-31,2012-10-31,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,13784,178640.64,12.96,0.22,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,250.45,184760.74500000002
8582,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2013-02-28,2013-02-18,2013-02-18,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,Chewable/dispersible tablet - FDC,60,10727,46126.1,4.3,0.07,"Cipla, Goa, India",Yes,945.0,7579.6,64.67,53770.369999999995
8583,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2013-01-31,2013-01-14,2013-01-14,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5701,23659.15,4.15,0.07,Mylan (formerly Matrix) Nashik,Yes,338.0,3487.55,33.17,27179.87
8584,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-03-14,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3600,26172.0,7.27,0.12,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,36.69,32078.344999999998
8585,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-03-14,2013-03-14,2013-03-14,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,176693,399326.18,2.26,0.04,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,559.86,405755.695
8586,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2013-04-30,2013-03-08,2013-03-08,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4500,18180.0,4.04,0.13,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,25.49,24075.145
8587,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-04-30,2013-03-23,2013-03-23,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,40869,92363.94,2.26,0.04,Hetero Unit III Hyderabad IN,Yes,2520.0,15000.0,114.25,107478.19
8588,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2013-04-17,2013-04-23,2013-04-23,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,66,481.8,7.3,0.08,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,0.6,6352.055000000001
8589,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2013-05-31,2013-05-30,2013-05-30,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3831,83439.18,21.78,0.18,"Aurobindo Unit III, India",Yes,1094.0,20761.0,103.21,104303.39
8590,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,2013-07-22,2013-07-14,2013-07-14,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,5800,27260.0,4.7,0.16,"Aurobindo Unit VII, IN",No,1047.0,5869.655000000001,33.72,33163.375
8591,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-09-30,2013-09-20,2013-09-20,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,435,5254.8,12.08,0.05,"Aurobindo Unit III, India",Yes,116.0,3100.0,6.5,8361.3
8592,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2013-09-30,2013-10-11,2013-10-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1300,8333.0,6.41,0.11,Hetero Unit III Hyderabad IN,Yes,77.0,1149.07,10.31,9492.38
8593,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-03-25,2014-03-25,2014-04-04,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1209,2696.07,2.23,0.04,"Micro labs, Verna, Goa, India",Yes,609.0,3526.69,3.34,6226.1
8594,Guyana,PMO - US,From RDC,N/A - From RDC,Air,2014-05-05,2014-04-25,2014-05-13,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,30,251.4,8.38,0.03,"Aurobindo Unit III, India",Yes,11.0,871.8,0.26,1123.46
8595,Benin,PMO - US,From RDC,N/A - From RDC,Air,2011-06-13,2011-06-09,2011-06-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,575,2426.5,4.22,0.14,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,4.0,8300.155
8596,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,2011-09-30,2011-09-29,2011-09-29,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,19100,214302.0,11.22,0.19,"Aurobindo Unit VII, IN",Yes,2237.0,3148.12,353.6,217803.72
8597,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2012-04-26,2012-05-04,2012-05-04,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,27000,111240.0,4.12,0.14,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,155.96,117265.615
8598,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-06-21,2012-03-27,2012-03-27,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,11852,198283.96,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,1342.0,6340.2,277.99,204902.15
8599,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,2012-10-26,2012-10-26,2012-10-26,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,147230,1136615.6,7.72,0.13,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,1593.54,1144078.7950000002
8600,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-10-25,2012-10-22,2012-10-22,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7126,55012.72,7.72,0.13,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,77.13,60959.505
8601,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2012-12-20,2012-11-28,2012-11-28,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2067,26788.32,12.96,0.22,Mylan (formerly Matrix) Nashik,Yes,220.0,1616.45,37.56,28442.33
8602,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,2012-12-04,2012-12-04,2012-12-04,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,728,1761.76,2.42,0.04,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,2.47,7633.885000000001
8603,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2013-06-28,2013-06-07,2013-06-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3173,22211.0,7.0,0.12,"Cipla, Goa, India",No,1047.0,5869.655000000001,27.48,28108.135
8604,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2013-08-27,2014-02-08,2014-03-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,20697,177580.26,8.58,0.14,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,219.67,183669.58500000002
8605,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2013-10-22,2013-10-22,2013-11-18,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,14404,56031.56,3.89,0.06,"Strides, Bangalore, India.",No,1047.0,5869.655000000001,69.31,61970.524999999994
8606,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2013-09-30,2013-10-09,2013-11-01,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,131520,303811.2,2.31,0.04,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,375.81,310056.66500000004
8607,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2014-05-30,2014-05-19,2014-06-26,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,777,15912.96,20.48,0.17,Mylan (formerly Matrix) Nashik,No,1047.0,5869.655000000001,16.36,21798.975
8608,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2011-08-10,2011-08-04,2011-08-04,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,14000,27300.0,1.95,0.01,"Aurobindo Unit III, India",Yes,14413.0,5491.01,45.04,32836.05
8609,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2011-09-26,2011-09-26,2011-09-26,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,169985,1665853.0,9.8,0.33,Mylan (formerly Matrix) Nashik,Yes,18994.0,21077.51,2748.66,1689679.17
8610,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-11-30,2011-11-21,2011-11-21,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,30060,127755.0,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,1754.0,3537.26,275.44,131567.7
